5421.01	11428.7	10022.8	10736.4	10312.4	10553.2	10313.1	10412.6	10354.2	10428.4	10383.2	10361.2	10234.9	10437.1	10865.7	10772.7	10789.2	10799.5	10877.9	10762.4	10613.3	  10528	10443.5	10386.7	10352.9	10331.5	10412.3	10397.7	10390.8	  10463	10377.6	10422.7	10437.3	10429.4	10425.3	10417.6	10448.6	10403.8	10405.9	10378.1	10360.4	10453.3	10485.6	10443.3	10419.1	10388.1	10465.9	10603.4	10522.7	10488.6	10479.5	10445.4	10331.2	10340.1	10370.2	  10420	10418.5	10402.8	10379.4	10483.8	  10458	  10602	10290.1	10740.2	10050.9	11246.8	8960.67	  17246	33884.9	32253.2	32960.7	32868.5	32351.5	33845.2	26956.6	14324.3	15726.4	14443.3	  15113	14676.9	28380.2	31808.6	30497.2	31871.7	32816.1	  32762	  32791	32746.6	32818.2	32713.7	32792.1	28441.1	27084.9	27259.7	26975.4	26995.9	27667.7	27959.2	27712.8	27885.1	  27564	30124.6	31402.3	  30612	  31060	30417.4	  31271	25559.9	22045.3	22802.6	22364.8	22107.2	19712.9	  19704	19400.5	19325.6	19118.1	19148.4	18840.5	  19664	20269.9	20074.3	20125.7	20215.8	  20003	21252.3	22102.5	21875.8	21853.7	21792.4	21745.7	21851.1	21159.5	  17098	16818.7	16596.5	  16528	16326.3	16380.7	16190.9	16405.8	15837.9	17710.2	20539.9	19915.9	20110.3	  19973	19902.2	19961.7	19634.6	20115.2	19303.9	21286.4	19883.3	25083.2
-2570.36	-5368.89	-4498.27	-4793.31	-4398.58	-4637.77	-4599.13	-4638.35	-4652.22	-4622.75	-4687.94	-4638.98	 -4547.8	-4389.82	-3967.63	-4016.68	-4029.73	-4056.64	-4059.23	-4115.86	-4277.24	-4248.19	-4246.92	-4206.39	-4203.05	-4170.67	-4116.91	-4088.38	 -4207.1	-4102.12	-4170.55	-4162.86	-4207.41	-4186.07	-4148.16	-4224.12	 -4189.7	-4168.41	-4080.89	-3981.09	-3941.82	-3858.38	-3937.37	-3936.98	-3945.33	-3966.44	-4008.88	 -4345.2	-4141.69	-4109.79	-4132.55	-4160.09	-4132.75	-4019.94	-4071.41	-4070.59	-4055.79	-4026.74	-4058.01	-4087.65	-4040.33	-4213.38	-4041.63	-4223.68	-3793.11	-4467.33	-3290.91	-7954.56	-20534.4	-19623.5	-19889.1	-19732.5	-19244.7	-19997.6	  -16759	-9616.38	-10162.2	-10157.8	-10327.4	-10637.8	-11486.3	-12345.5	-11400.5	-15555.3	-21588.5	-21064.8	-21164.3	-21806.3	-20845.1	-23542.1	-13534.4	 6811.07	 5280.48	 6179.57	 5540.78	 5387.55	 1681.99	  1726.3	 1047.47	 1252.56	 284.136	 6561.21	 10018.9	 9086.77	 9325.68	 9246.23	  8976.1	 10810.8	 12816.6	 12043.9	   12584	 10924.1	 3439.32	 3005.54	 2683.97	 2595.83	 2436.64	 2259.49	  1964.1	 2770.15	 3507.29	 3133.02	 3404.64	 2992.76	 3730.18	-1218.34	-4418.05	-3782.05	-4322.83	 -4112.5	-4329.43	-4420.56	-4362.76	-2752.23	-2665.86	-2868.74	-2924.29	 -3063.6	-3133.31	-3420.72	-3406.26	-3728.26	-2745.13	-912.382	-1374.48	-1329.58	-1580.21	-1280.19	-1672.24	-1215.25	-2562.78	-1149.83	-7586.67	-7659.89	-25127.3
5421.01	11428.7	10022.8	10736.4	10312.4	10553.2	10313.1	10412.6	10354.2	10428.4	10383.2	10361.2	10234.9	10437.1	10865.7	10772.7	10789.2	10799.5	10877.9	10762.4	10613.3	  10528	10443.5	10386.7	10352.9	10331.5	10412.3	10397.7	10390.8	  10463	10377.6	10422.7	10437.3	10429.4	10425.3	10417.6	10448.6	10403.8	10405.9	10378.1	10360.4	10453.3	10485.6	10443.3	10419.1	10388.1	10465.9	10603.4	10522.7	10488.6	10479.5	10445.4	10331.2	10340.1	10370.2	  10420	10418.5	10402.8	10379.4	10483.8	  10458	  10602	10290.1	10740.2	10050.9	11246.8	8960.67	  17246	33884.9	32253.2	32960.7	32868.5	32351.5	33845.2	26956.6	14324.3	15726.4	14443.3	  15113	14676.9	28380.2	31808.6	30497.2	31871.7	32816.1	  32762	  32791	32746.6	32818.2	32713.7	32792.1	28441.1	27084.9	27259.7	26975.4	26995.9	27667.7	27959.2	27712.8	27885.1	  27564	30124.6	31402.3	  30612	  31060	30417.4	  31271	25559.9	22045.3	22802.6	22364.8	22107.2	19712.9	  19704	19400.5	19325.6	19118.1	19148.4	18840.5	  19664	20269.9	20074.3	20125.7	20215.8	  20003	21252.3	22102.5	21875.8	21853.7	21792.4	21745.7	21851.1	21159.5	  17098	16818.7	16596.5	  16528	16326.3	16380.7	16190.9	16405.8	15837.9	17710.2	20539.9	19915.9	20110.3	  19973	19902.2	19961.7	19634.6	20115.2	19303.9	21286.4	19883.3	25083.2
-2570.36	-5368.89	-4498.27	-4793.31	-4398.58	-4637.77	-4599.13	-4638.35	-4652.22	-4622.75	-4687.94	-4638.98	 -4547.8	-4389.82	-3967.63	-4016.68	-4029.73	-4056.64	-4059.23	-4115.86	-4277.24	-4248.19	-4246.92	-4206.39	-4203.05	-4170.67	-4116.91	-4088.38	 -4207.1	-4102.12	-4170.55	-4162.86	-4207.41	-4186.07	-4148.16	-4224.12	 -4189.7	-4168.41	-4080.89	-3981.09	-3941.82	-3858.38	-3937.37	-3936.98	-3945.33	-3966.44	-4008.88	 -4345.2	-4141.69	-4109.79	-4132.55	-4160.09	-4132.75	-4019.94	-4071.41	-4070.59	-4055.79	-4026.74	-4058.01	-4087.65	-4040.33	-4213.38	-4041.63	-4223.68	-3793.11	-4467.33	-3290.91	-7954.56	-20534.4	-19623.5	-19889.1	-19732.5	-19244.7	-19997.6	  -16759	-9616.38	-10162.2	-10157.8	-10327.4	-10637.8	-11486.3	-12345.5	-11400.5	-15555.3	-21588.5	-21064.8	-21164.3	-21806.3	-20845.1	-23542.1	-13534.4	 6811.07	 5280.48	 6179.57	 5540.78	 5387.55	 1681.99	  1726.3	 1047.47	 1252.56	 284.136	 6561.21	 10018.9	 9086.77	 9325.68	 9246.23	  8976.1	 10810.8	 12816.6	 12043.9	   12584	 10924.1	 3439.32	 3005.54	 2683.97	 2595.83	 2436.64	 2259.49	  1964.1	 2770.15	 3507.29	 3133.02	 3404.64	 2992.76	 3730.18	-1218.34	-4418.05	-3782.05	-4322.83	 -4112.5	-4329.43	-4420.56	-4362.76	-2752.23	-2665.86	-2868.74	-2924.29	 -3063.6	-3133.31	-3420.72	-3406.26	-3728.26	-2745.13	-912.382	-1374.48	-1329.58	-1580.21	-1280.19	-1672.24	-1215.25	-2562.78	-1149.83	-7586.67	-7659.89	-25127.3
0	 6007.64	-1405.88	 713.621	-423.958	 240.775	-240.094	 99.4871	-58.4059	 74.2242	-45.2712	-21.9219	-126.294	   202.2	 428.597	-93.0227	  16.507	  10.275	 78.3651	 -115.43	-149.158	-85.2663	-84.5065	-56.7849	-33.8337	 -21.357	  80.812	-14.6522	 -6.8508	 72.1755	-85.4429	 45.1751	 14.5797	-7.96648	-4.02112	-7.68604	 30.9307	-44.7954	 2.10765	-27.7474	-17.7742	 92.9258	 32.2843	-42.2765	 -24.159	-31.0214	  77.815	 137.467	-80.6541	-34.1626	-9.06788	-34.1324	-114.166	 8.91878	 30.0251	  49.817	-1.43644	-15.7275	-23.4147	 104.363	-25.7962	 144.053	-311.921	  450.08	-689.293	 1195.94	-2286.15	 8285.35	 16638.8	 -1631.7	 707.501	-92.1852	-516.931	 1493.65	 -6888.6	-12632.3	  1402.1	-1283.05	 669.651	-436.097	 13703.3	 3428.37	 -1311.4	 1374.47	 944.389	-54.0952	 29.0701	-44.3881	 71.5947	 -104.55	 78.3615	-4350.94	 -1356.2	 174.776	-284.299	 20.5544	 671.727	 291.531	-246.425	 172.317	-321.141	 2560.62	 1277.69	-790.218	 447.995	-642.672	 853.649	 -5711.1	-3514.58	 757.281	 -437.84	-257.593	-2394.33	-8.90523	-303.429	 -74.894	-207.579	 30.3478	-307.907	 823.515	 605.918	-195.581	 51.3273	 90.0902	-212.718	 1249.26	 850.183	-226.668	 -22.144	-61.3192	-46.6748	 105.429	-691.595	-4061.51	-279.333	-222.179	-68.5126	-201.662	 54.3832	-189.807	 214.925	-567.922	 1872.34	 2829.64	-624.014	 194.441	-137.332	 -70.781	 59.5234	-327.159	 480.671	-811.286	 1982.44	-1403.12	 5199.96
0	-2798.53	 870.619	-295.035	 394.733	 -239.19	 38.6396	-39.2242	  -13.87	 29.4687	-65.1877	 48.9585	 91.1797	 157.981	  422.19	-49.0445	-13.0521	-26.9165	-2.58643	-56.6291	-161.378	 29.0471	 1.27121	 40.5337	 3.33148	 32.3842	 53.7604	 28.5277	-118.714	 104.972	-68.4223	 7.68186	-44.5477	 21.3381	 37.9183	-75.9614	 34.4201	 21.2904	 87.5144	 99.8015	 39.2664	 83.4496	-78.9969	0.395846	-8.35038	-21.1177	-42.4311	-336.322	 203.509	 31.9033	-22.7638	-27.5414	 27.3411	 112.812	 -51.472	0.822273	 14.7929	 29.0525	-31.2708	-29.6384	 47.3195	-173.047	 171.746	-182.048	 430.575	-674.224	 1176.42	-4663.65	-12579.9	 910.925	-265.626	 156.609	 487.796	-752.854	 3238.54	 7142.67	-545.781	 4.34738	-169.588	 -310.45	-848.452	-859.225	 945.074	-4154.88	-6033.15	 523.678	-99.5242	-641.955	 961.147	-2696.95	 10007.7	 20345.5	-1530.58	 899.092	-638.797	 -153.23	-3705.55	 44.3064	-678.827	 205.087	-968.421	 6277.07	 3457.74	-932.173	 238.911	-79.4491	-270.128	 1834.67	 2005.85	-772.766	 540.185	-1659.92	-7484.81	-433.781	-321.568	-88.1346	-159.192	-177.152	-295.394	 806.059	 737.138	-374.273	 271.618	-411.878	 737.417	-4948.52	-3199.71	 636.004	-540.779	 210.326	-216.932	-91.1263	 57.7979	 1610.53	 86.3688	 -202.88	-55.5546	-139.307	-69.7083	-287.415	 14.4669	-322.008	 983.129	 1832.75	-462.101	 44.9073	-250.633	 300.023	-392.057	 456.996	-1347.53	 1412.95	-6436.84	-73.2265	-17467.4
0	6627.48	1653.62	772.205	 579.27	339.388	243.184	 106.94	60.0302	79.8601	79.3657	53.6424	155.769	256.599	601.614	 105.16	21.0437	 28.811	78.4078	128.573	219.753	90.0782	 84.516	69.7675	33.9974	38.7925	97.0606	32.0705	118.912	127.391	109.463	45.8236	46.8729	22.7767	38.1309	76.3493	46.2758	49.5975	87.5398	103.587	43.1019	124.896	85.3392	42.2784	25.5614	37.5272	88.6317	363.331	218.909	 46.743	24.5034	43.8583	117.395	113.164	59.5892	49.8238	14.8625	33.0363	39.0655	 108.49	53.8942	225.159	356.078	485.503	812.724	 1372.9	2571.08	9507.71	20859.2	1868.75	755.721	181.727	710.748	1672.65	 7611.9	14511.8	1504.58	1283.06	690.791	535.313	13729.6	 3534.4	1616.46	4376.32	6106.62	526.465	103.683	643.488	 963.81	2698.98	  10008	20805.5	2044.99	915.922	699.205	154.602	3765.95	294.878	722.171	267.869	1020.28	6779.26	3686.25	1222.04	507.719	647.565	895.369	5998.56	4046.69	1081.96	695.345	1679.79	7858.45	433.873	442.126	115.658	261.593	179.733	 426.69	1152.35	954.206	422.294	276.425	421.615	767.484	5103.77	3310.74	675.189	541.232	219.082	221.897	139.353	694.006	4369.18	292.381	300.872	88.2059	  245.1	88.4125	344.433	215.411	652.859	2114.76	3371.33	776.487	199.559	285.792	308.259	 396.55	 562.03	 1430.7	 1629.3	6735.21	1405.03	  18225
0	          0	4.97386e+09	8.81418e+08	1.92935e+08	2.39882e+08	9.62047e+07	1.36243e+08	  4.691e+07	1.98298e+07	     494339	2.57234e+07	1.02126e+08	 1.0083e+08	3.45015e+08	4.96454e+08	8.41161e+07	7.76729e+06	4.95969e+07	5.01652e+07	9.11795e+07	1.29674e+08	5.56211e+06	1.47486e+07	3.57701e+07	4.79509e+06	5.82681e+07	6.49901e+07	8.68415e+07	8.47867e+06	1.79278e+07	6.36393e+07	1.04931e+06	2.40962e+07	1.53542e+07	3.82184e+07	3.00735e+07	3.32163e+06	3.79423e+07	1.60472e+07	6.04851e+07	8.17943e+07	3.95569e+07	4.30608e+07	1.67169e+07	1.19657e+07	5.11045e+07	  2.747e+08	1.44423e+08	1.72166e+08	2.22395e+07	1.93549e+07	7.35363e+07	4.23046e+06	5.35749e+07	9.76546e+06	3.49612e+07	1.81738e+07	6.02912e+06	6.94243e+07	5.45956e+07	1.71265e+08	1.30919e+08	1.29426e+08	3.27221e+08	5.60177e+08	1.19818e+09	6.93663e+09	1.13514e+10	1.89904e+10	1.11303e+09	5.73994e+08	5.29021e+08	9.61906e+08	5.93925e+09	6.89991e+09	1.30072e+10	2.21518e+08	5.92268e+08	1.55478e+08	1.31943e+10	1.01952e+10	1.91794e+09	2.75986e+09	 1.7303e+09	5.58015e+09	4.22782e+08	5.39805e+08	3.20322e+08	1.73517e+09	7.30901e+09	1.07975e+10	1.87605e+10	1.12907e+09	2.16717e+08	5.44603e+08	3.61134e+09	3.47107e+09	4.27293e+08	4.54302e+08	7.52411e+08	5.75898e+09	3.09301e+09	2.46421e+09	7.14326e+08	1.39846e+08	2.47804e+08	5.10319e+09	1.95187e+09	2.96473e+09	3.86617e+08	 9.8444e+08	6.17866e+09	7.42458e+09	8.25337e+06	3.26468e+08	1.45935e+08	  8.186e+07	2.46957e+08	7.25659e+08	1.98143e+08	5.31912e+08	1.45869e+08	 1.4519e+08	3.45869e+08	4.33629e+09	1.79304e+09	2.63555e+09	1.33957e+08	 3.2215e+08	2.81476e+06	8.25435e+07	5.54653e+08	3.67517e+09	 4.0768e+09	8.49139e+06	2.12666e+08	1.56894e+08	1.56687e+08	 2.5602e+08	1.29021e+08	4.37448e+08	 1.4619e+09	1.25657e+09	2.59484e+09	5.76927e+08	8.62323e+07	2.24677e+07	8.82908e+07	 1.6548e+08	8.68666e+08	1.98606e+08	 5.1059e+09	5.33017e+09	1.68199e+10
0	 6007.64	-1405.88	 713.621	-423.958	 240.775	-240.094	 99.4871	-58.4059	 74.2242	-45.2712	-21.9219	-126.294	   202.2	 428.597	-93.0227	  16.507	  10.275	 78.3651	 -115.43	-149.158	-85.2663	-84.5065	-56.7849	-33.8337	 -21.357	  80.812	-14.6522	 -6.8508	 72.1755	-85.4429	 45.1751	 14.5797	-7.96648	-4.02112	-7.68604	 30.9307	-44.7954	 2.10765	-27.7474	-17.7742	 92.9258	 32.2843	-42.2765	 -24.159	-31.0214	  77.815	 137.467	-80.6541	-34.1626	-9.06788	-34.1324	-114.166	 8.91878	 30.0251	  49.817	-1.43644	-15.7275	-23.4147	 104.363	-25.7962	 144.053	-311.921	  450.08	-689.293	 1195.94	-2286.15	 8285.35	 16638.8	 -1631.7	 707.501	-92.1852	-516.931	 1493.65	 -6888.6	-12632.3	  1402.1	-1283.05	 669.651	-436.097	 13703.3	 3428.37	 -1311.4	 1374.47	 944.389	-54.0952	 29.0701	-44.3881	 71.5947	 -104.55	 78.3615	-4350.94	 -1356.2	 174.776	-284.299	 20.5544	 671.727	 291.531	-246.425	 172.317	-321.141	 2560.62	 1277.69	-790.218	 447.995	-642.672	 853.649	 -5711.1	-3514.58	 757.281	 -437.84	-257.593	-2394.33	-8.90523	-303.429	 -74.894	-207.579	 30.3478	-307.907	 823.515	 605.918	-195.581	 51.3273	 90.0902	-212.718	 1249.26	 850.183	-226.668	 -22.144	-61.3192	-46.6748	 105.429	-691.595	-4061.51	-279.333	-222.179	-68.5126	-201.662	 54.3832	-189.807	 214.925	-567.922	 1872.34	 2829.64	-624.014	 194.441	-137.332	 -70.781	 59.5234	-327.159	 480.671	-811.286	 1982.44	-1403.12	 5199.96
-2798.53	 870.619	-295.035	 394.733	 -239.19	 38.6396	-39.2242	  -13.87	 29.4687	-65.1877	 48.9585	 91.1797	 157.981	  422.19	-49.0445	-13.0521	-26.9165	-2.58643	-56.6291	-161.378	 29.0471	 1.27121	 40.5337	 3.33148	 32.3842	 53.7604	 28.5277	-118.714	 104.972	-68.4223	 7.68186	-44.5477	 21.3381	 37.9183	-75.9614	 34.4201	 21.2904	 87.5144	 99.8015	 39.2664	 83.4496	-78.9969	0.395846	-8.35038	-21.1177	-42.4311	-336.322	 203.509	 31.9033	-22.7638	-27.5414	 27.3411	 112.812	 -51.472	0.822273	 14.7929	 29.0525	-31.2708	-29.6384	 47.3195	-173.047	 171.746	-182.048	 430.575	-674.224	 1176.42	-4663.65	-12579.9	 910.925	-265.626	 156.609	 487.796	-752.854	 3238.54	 7142.67	-545.781	 4.34738	-169.588	 -310.45	-848.452	-859.225	 945.074	-4154.88	-6033.15	 523.678	-99.5242	-641.955	 961.147	-2696.95	 10007.7	 20345.5	-1530.58	 899.092	-638.797	 -153.23	-3705.55	 44.3064	-678.827	 205.087	-968.421	 6277.07	 3457.74	-932.173	 238.911	-79.4491	-270.128	 1834.67	 2005.85	-772.766	 540.185	-1659.92	-7484.81	-433.781	-321.568	-88.1346	-159.192	-177.152	-295.394	 806.059	 737.138	-374.273	 271.618	-411.878	 737.417	-4948.52	-3199.71	 636.004	-540.779	 210.326	-216.932	-91.1263	 57.7979	 1610.53	 86.3688	 -202.88	-55.5546	-139.307	-69.7083	-287.415	 14.4669	-322.008	 983.129	 1832.75	-462.101	 44.9073	-250.633	 300.023	-392.057	 456.996	-1347.53	 1412.95	-6436.84	-73.2265	-17467.4
