learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),learned instances,detected changes,detected warnings,prediction error (average),true changes,delay detection (average),true changes detected,input values,model training instances,model serialized size (bytes)
1560.0,0.548067137,0.0,1560.0,2.0,0.0,0.11495258505997395,3.0,54.0,2.0,0.24800000000000028,1560.0,0.0
1561.0,0.548400047,0.0,1561.0,2.0,0.0,0.11496273715154347,3.0,54.0,2.0,0.24680000000000027,1561.0,0.0
1562.0,0.548717897,0.0,1562.0,2.0,0.0,0.11497326036719549,3.0,54.0,2.0,0.24560000000000026,1562.0,0.0
1563.0,0.549035298,0.0,1563.0,2.0,0.0,0.11498415399459971,3.0,54.0,2.0,0.24440000000000026,1563.0,0.0
1564.0,0.549361087,0.0,1564.0,2.0,0.0,0.11499541732324767,3.0,54.0,2.0,0.24320000000000025,1564.0,0.0
1565.0,0.549673557,0.0,1565.0,2.0,0.0,0.11500704964444686,3.0,54.0,2.0,0.24200000000000024,1565.0,0.0
1566.0,0.549986608,0.0,1566.0,2.0,0.0,0.11501905025131504,3.0,54.0,2.0,0.24080000000000024,1566.0,0.0
1567.0,0.550311508,0.0,1567.0,2.0,0.0,0.1150314184387743,3.0,54.0,2.0,0.23960000000000023,1567.0,0.0
1568.0,0.550628395,0.0,1568.0,2.0,0.0,0.1150441535035455,3.0,54.0,2.0,0.23840000000000022,1568.0,0.0
1569.0,0.550951827,0.0,1569.0,2.0,0.0,0.11505725474414236,3.0,54.0,2.0,0.23720000000000022,1569.0,0.0
1570.0,0.551271857,0.0,1570.0,2.0,0.0,0.11507072146086583,3.0,54.0,2.0,0.2360000000000002,1570.0,0.0
1571.0,0.551633666,0.0,1571.0,2.0,0.0,0.11508455295579843,3.0,54.0,2.0,0.2348000000000002,1571.0,0.0
1572.0,0.551949564,0.0,1572.0,2.0,0.0,0.11509874853279856,3.0,54.0,2.0,0.2336000000000002,1572.0,0.0
1573.0,0.552264772,0.0,1573.0,2.0,0.0,0.11511330749749481,3.0,54.0,2.0,0.2324000000000002,1573.0,0.0
1574.0,0.552578828,0.0,1574.0,2.0,0.0,0.11512822915728038,3.0,54.0,2.0,0.23120000000000018,1574.0,0.0
1575.0,0.552901973,0.0,1575.0,2.0,0.0,0.1151435128213075,3.0,54.0,2.0,0.23000000000000018,1575.0,0.0
1576.0,0.553211139,0.0,1576.0,2.0,0.0,0.1151591578004818,3.0,54.0,2.0,0.22880000000000017,1576.0,0.0
1577.0,0.553531359,0.0,1577.0,2.0,0.0,0.11517516340745677,3.0,54.0,2.0,0.22760000000000016,1577.0,0.0
1578.0,0.553860029,0.0,1578.0,2.0,0.0,0.11519152895662821,3.0,54.0,2.0,0.22640000000000016,1578.0,0.0
1579.0,0.554177768,0.0,1579.0,2.0,0.0,0.11520825376412877,3.0,54.0,2.0,0.22520000000000015,1579.0,0.0
1580.0,0.554501762,0.0,1580.0,2.0,0.0,0.11522533714782236,3.0,54.0,2.0,0.22400000000000014,1580.0,0.0
1581.0,0.554894658,0.0,1581.0,2.0,0.0,0.11524277842729876,3.0,54.0,2.0,0.22280000000000014,1581.0,0.0
1582.0,0.555219327,0.0,1582.0,2.0,0.0,0.11526057692386808,3.0,54.0,2.0,0.22160000000000013,1582.0,0.0
1583.0,0.555539497,0.0,1583.0,2.0,0.0,0.11527873196055548,3.0,54.0,2.0,0.22040000000000012,1583.0,0.0
1584.0,0.555890625,0.0,1584.0,2.0,0.0,0.11529724286209553,3.0,54.0,2.0,0.21920000000000012,1584.0,0.0
1585.0,0.556220256,0.0,1585.0,2.0,0.0,0.115316108954927,3.0,54.0,2.0,0.2180000000000001,1585.0,0.0
1586.0,0.556536426,0.0,1586.0,2.0,0.0,0.11533532956718746,3.0,54.0,2.0,0.2168000000000001,1586.0,0.0
1587.0,0.556838789,0.0,1587.0,2.0,0.0,0.11535490402870782,3.0,54.0,2.0,0.2156000000000001,1587.0,0.0
1588.0,0.557132747,0.0,1588.0,2.0,0.0,0.11537483167100712,3.0,54.0,2.0,0.2144000000000001,1588.0,0.0
1589.0,0.557443347,0.0,1589.0,2.0,0.0,0.11539511182728716,3.0,54.0,2.0,0.21320000000000008,1589.0,0.0
1590.0,0.557761602,0.0,1590.0,2.0,0.0,0.11541574383242724,3.0,54.0,2.0,0.21200000000000008,1590.0,0.0
1591.0,0.558088063,0.0,1591.0,2.0,0.0,0.11543672702297883,3.0,54.0,2.0,0.21080000000000007,1591.0,0.0
1592.0,0.558414872,0.0,1592.0,2.0,0.0,0.11545806073716036,3.0,54.0,2.0,0.20960000000000006,1592.0,0.0
1593.0,0.558758961,0.0,1593.0,2.0,0.0,0.11547974431485204,3.0,54.0,2.0,0.20840000000000006,1593.0,0.0
1594.0,0.559075966,0.0,1594.0,2.0,0.0,0.11550177709759052,3.0,54.0,2.0,0.20720000000000005,1594.0,0.0
1595.0,0.55952964,0.0,1595.0,2.0,0.0,0.11552415842856381,3.0,54.0,2.0,0.20600000000000004,1595.0,0.0
1596.0,0.559917332,0.0,1596.0,2.0,0.0,0.11554688765260608,3.0,54.0,2.0,0.20480000000000004,1596.0,0.0
1597.0,0.560253187,0.0,1597.0,2.0,0.0,0.11556996411619241,3.0,54.0,2.0,0.20360000000000003,1597.0,0.0
1598.0,0.56055081,0.0,1598.0,2.0,0.0,0.11559338716743385,3.0,54.0,2.0,0.20240000000000002,1598.0,0.0
1599.0,0.560839632,0.0,1599.0,2.0,0.0,0.11561715615607211,3.0,54.0,2.0,0.20120000000000002,1599.0,0.0
1600.0,0.561137487,0.0,1600.0,2.0,0.0,0.11564127043347457,3.0,54.0,2.0,0.2,1600.0,0.0
1601.0,0.561438928,0.0,1601.0,2.0,0.0,0.1156642302895436,4.0,40.5,2.0,0.20120000000000002,1601.0,0.0
1602.0,0.561741013,0.0,1602.0,2.0,0.0,0.11568604369281205,4.0,40.5,2.0,0.20240000000000002,1602.0,0.0
1603.0,0.562044193,0.0,1603.0,2.0,0.0,0.1157067185247116,4.0,40.5,2.0,0.20360000000000003,1603.0,0.0
1604.0,0.562339871,0.0,1604.0,2.0,0.0,0.11572626258087786,4.0,40.5,2.0,0.20480000000000004,1604.0,0.0
1605.0,0.56265792,0.0,1605.0,2.0,0.0,0.11574468357243056,4.0,40.5,2.0,0.20600000000000004,1605.0,0.0
1606.0,0.562964533,0.0,1606.0,2.0,0.0,0.11576198912722989,4.0,40.5,2.0,0.20720000000000005,1606.0,0.0
1607.0,0.563268823,0.0,1607.0,2.0,0.0,0.11577818679110902,4.0,40.5,2.0,0.20840000000000006,1607.0,0.0
1608.0,0.563560474,0.0,1608.0,2.0,0.0,0.11579328402908379,4.0,40.5,2.0,0.20960000000000006,1608.0,0.0
1609.0,0.563845763,0.0,1609.0,2.0,0.0,0.11580728822653984,4.0,40.5,2.0,0.21080000000000007,1609.0,0.0
1610.0,0.56413827,0.0,1610.0,2.0,0.0,0.11582020669039762,4.0,40.5,2.0,0.21200000000000008,1610.0,0.0
1611.0,0.564451299,0.0,1611.0,2.0,0.0,0.11583204665025615,4.0,40.5,2.0,0.21320000000000008,1611.0,0.0
1612.0,0.564737398,0.0,1612.0,2.0,0.0,0.11584281525951537,4.0,40.5,2.0,0.2144000000000001,1612.0,0.0
1613.0,0.565023945,0.0,1613.0,2.0,0.0,0.11585251959647827,4.0,40.5,2.0,0.2156000000000001,1613.0,0.0
1614.0,0.565313311,0.0,1614.0,2.0,0.0,0.11586116666543265,4.0,40.5,2.0,0.2168000000000001,1614.0,0.0
1615.0,0.565602495,0.0,1615.0,2.0,0.0,0.11586876339771345,4.0,40.5,2.0,0.2180000000000001,1615.0,0.0
1616.0,0.565893212,0.0,1616.0,2.0,0.0,0.11587531665274543,4.0,40.5,2.0,0.21920000000000012,1616.0,0.0
1617.0,0.566180928,0.0,1617.0,2.0,0.0,0.11588083321906756,4.0,40.5,2.0,0.22040000000000012,1617.0,0.0
1618.0,0.566500079,0.0,1618.0,2.0,0.0,0.11588531981533846,4.0,40.5,2.0,0.22160000000000013,1618.0,0.0
1619.0,0.566802892,0.0,1619.0,2.0,0.0,0.11588878309132426,4.0,40.5,2.0,0.22280000000000014,1619.0,0.0
1620.0,0.567105206,0.0,1620.0,2.0,0.0,0.11589122962886854,4.0,40.5,2.0,0.22400000000000014,1620.0,0.0
1621.0,0.567519585,0.0,1621.0,2.0,0.0,0.11589266594284507,4.0,40.5,2.0,0.22520000000000015,1621.0,0.0
1622.0,0.567953309,0.0,1622.0,2.0,0.0,0.11589309848209384,4.0,40.5,2.0,0.22640000000000016,1622.0,0.0
1623.0,0.568298769,0.0,1623.0,2.0,0.0,0.11589253363034024,4.0,40.5,2.0,0.22760000000000016,1623.0,0.0
1624.0,0.568595973,0.0,1624.0,2.0,0.0,0.11589097770709848,4.0,40.5,2.0,0.22880000000000017,1624.0,0.0
1625.0,0.568888719,0.0,1625.0,2.0,0.0,0.11588843696855877,4.0,40.5,2.0,0.23000000000000018,1625.0,0.0
1626.0,0.569178339,0.0,1626.0,2.0,0.0,0.11588491760845929,4.0,40.5,2.0,0.23120000000000018,1626.0,0.0
1627.0,0.569468395,0.0,1627.0,2.0,0.0,0.11588042575894285,4.0,40.5,2.0,0.2324000000000002,1627.0,0.0
1628.0,0.569754409,0.0,1628.0,2.0,0.0,0.11587496749139876,4.0,40.5,2.0,0.2336000000000002,1628.0,0.0
1629.0,0.570042488,0.0,1629.0,2.0,0.0,0.11586854881729011,4.0,40.5,2.0,0.2348000000000002,1629.0,0.0
1630.0,0.570331486,0.0,1630.0,2.0,0.0,0.11586117568896684,4.0,40.5,2.0,0.2360000000000002,1630.0,0.0
1631.0,0.570670588,0.0,1631.0,2.0,0.0,0.1158528540004648,4.0,40.5,2.0,0.23720000000000022,1631.0,0.0
1632.0,0.57098248,0.0,1632.0,2.0,0.0,0.11584358958829132,4.0,40.5,2.0,0.23840000000000022,1632.0,0.0
1633.0,0.571289187,0.0,1633.0,2.0,0.0,0.11583338823219715,4.0,40.5,2.0,0.23960000000000023,1633.0,0.0
1634.0,0.571597188,0.0,1634.0,2.0,0.0,0.1158222556559355,4.0,40.5,2.0,0.24080000000000024,1634.0,0.0
1635.0,0.571935152,0.0,1635.0,2.0,0.0,0.11581019752800824,4.0,40.5,2.0,0.24200000000000024,1635.0,0.0
1636.0,0.572249272,0.0,1636.0,2.0,0.0,0.1157972194623993,4.0,40.5,2.0,0.24320000000000025,1636.0,0.0
1637.0,0.572582637,0.0,1637.0,2.0,0.0,0.11578332701929606,4.0,40.5,2.0,0.24440000000000026,1637.0,0.0
1638.0,0.572912058,0.0,1638.0,2.0,0.0,0.11576852570579844,4.0,40.5,2.0,0.24560000000000026,1638.0,0.0
1639.0,0.573245833,0.0,1639.0,2.0,0.0,0.1157528209766163,4.0,40.5,2.0,0.24680000000000027,1639.0,0.0
1640.0,0.573575929,0.0,1640.0,2.0,0.0,0.11573621823475513,4.0,40.5,2.0,0.24800000000000028,1640.0,0.0
1641.0,0.573920563,0.0,1641.0,2.0,0.0,0.11571872283219055,4.0,40.5,2.0,0.24920000000000028,1641.0,0.0
1642.0,0.574264664,0.0,1642.0,2.0,0.0,0.11570034007053144,4.0,40.5,2.0,0.2504000000000003,1642.0,0.0
1643.0,0.57462021,0.0,1643.0,2.0,0.0,0.11568107520167238,4.0,40.5,2.0,0.25160000000000027,1643.0,0.0
1644.0,0.574952146,0.0,1644.0,2.0,0.0,0.11566093342843536,4.0,40.5,2.0,0.25280000000000025,1644.0,0.0
1645.0,0.575278342,0.0,1645.0,2.0,0.0,0.11563991990520082,4.0,40.5,2.0,0.2540000000000002,1645.0,0.0
1646.0,0.575606368,0.0,1646.0,2.0,0.0,0.11561803973852872,4.0,40.5,2.0,0.2552000000000002,1646.0,0.0
1647.0,0.575936654,0.0,1647.0,2.0,0.0,0.11559529798776921,4.0,40.5,2.0,0.2564000000000002,1647.0,0.0
1648.0,0.576262652,0.0,1648.0,2.0,0.0,0.1155716996656637,4.0,40.5,2.0,0.25760000000000016,1648.0,0.0
1649.0,0.576597673,0.0,1649.0,2.0,0.0,0.11554724973893607,4.0,40.5,2.0,0.25880000000000014,1649.0,0.0
1650.0,0.576925723,0.0,1650.0,2.0,0.0,0.11552195312887445,4.0,40.5,2.0,0.2600000000000001,1650.0,0.0
1651.0,0.577254294,0.0,1651.0,2.0,0.0,0.11549581471190365,4.0,40.5,2.0,0.2612000000000001,1651.0,0.0
1652.0,0.577623552,0.0,1652.0,2.0,0.0,0.11546883932014854,4.0,40.5,2.0,0.2624000000000001,1652.0,0.0
1653.0,0.577944097,0.0,1653.0,2.0,0.0,0.11544103174198833,4.0,40.5,2.0,0.26360000000000006,1653.0,0.0
1654.0,0.578259189,0.0,1654.0,2.0,0.0,0.11541239672260227,4.0,40.5,2.0,0.26480000000000004,1654.0,0.0
1655.0,0.578605631,0.0,1655.0,2.0,0.0,0.11538293896450641,4.0,40.5,2.0,0.266,1655.0,0.0
1656.0,0.578955203,0.0,1656.0,2.0,0.0,0.11535266312808228,4.0,40.5,2.0,0.2672,1656.0,0.0
1657.0,0.579288535,0.0,1657.0,2.0,0.0,0.11532157383209701,4.0,40.5,2.0,0.26839999999999997,1657.0,0.0
1658.0,0.579637377,0.0,1658.0,2.0,0.0,0.11528967565421545,4.0,40.5,2.0,0.26959999999999995,1658.0,0.0
1659.0,0.579992723,0.0,1659.0,2.0,0.0,0.11525697313150417,4.0,40.5,2.0,0.27079999999999993,1659.0,0.0
1660.0,0.580326433,0.0,1660.0,2.0,0.0,0.11522347076092777,4.0,40.5,2.0,0.2719999999999999,1660.0,0.0
1661.0,0.580641758,0.0,1661.0,2.0,0.0,0.11518917299983746,4.0,40.5,2.0,0.2731999999999999,1661.0,0.0
1662.0,0.580944215,0.0,1662.0,2.0,0.0,0.115154084266452,4.0,40.5,2.0,0.27439999999999987,1662.0,0.0
1663.0,0.581248502,0.0,1663.0,2.0,0.0,0.11511820894033141,4.0,40.5,2.0,0.27559999999999985,1663.0,0.0
1664.0,0.581539504,0.0,1664.0,2.0,0.0,0.11508155136284323,4.0,40.5,2.0,0.2767999999999998,1664.0,0.0
1665.0,0.581825551,0.0,1665.0,2.0,0.0,0.11504411583762181,4.0,40.5,2.0,0.2779999999999998,1665.0,0.0
1666.0,0.58211783,0.0,1666.0,2.0,0.0,0.11500590663102045,4.0,40.5,2.0,0.2791999999999998,1666.0,0.0
1667.0,0.582425662,0.0,1667.0,2.0,0.0,0.1149669279725568,4.0,40.5,2.0,0.28039999999999976,1667.0,0.0
1668.0,0.582726322,0.0,1668.0,2.0,0.0,0.11492718405535148,4.0,40.5,2.0,0.28159999999999974,1668.0,0.0
1669.0,0.583018799,0.0,1669.0,2.0,0.0,0.11488667903655995,4.0,40.5,2.0,0.2827999999999997,1669.0,0.0
1670.0,0.583313757,0.0,1670.0,2.0,0.0,0.1148454170377981,4.0,40.5,2.0,0.2839999999999997,1670.0,0.0
1671.0,0.583622407,0.0,1671.0,2.0,0.0,0.11480340214556131,4.0,40.5,2.0,0.2851999999999997,1671.0,0.0
1672.0,0.583924203,0.0,1672.0,2.0,0.0,0.11476063841163715,4.0,40.5,2.0,0.28639999999999965,1672.0,0.0
1673.0,0.584214454,0.0,1673.0,2.0,0.0,0.11471712985351226,4.0,40.5,2.0,0.28759999999999963,1673.0,0.0
1674.0,0.58450265,0.0,1674.0,2.0,0.0,0.1146728804547728,4.0,40.5,2.0,0.2887999999999996,1674.0,0.0
1675.0,0.584802397,0.0,1675.0,2.0,0.0,0.11462789416549916,4.0,40.5,2.0,0.2899999999999996,1675.0,0.0
1676.0,0.585103534,0.0,1676.0,2.0,0.0,0.11458217490265492,4.0,40.5,2.0,0.29119999999999957,1676.0,0.0
1677.0,0.58539689,0.0,1677.0,2.0,0.0,0.11453572655046984,4.0,40.5,2.0,0.29239999999999955,1677.0,0.0
1678.0,0.585706955,0.0,1678.0,2.0,0.0,0.11448855296081747,4.0,40.5,2.0,0.29359999999999953,1678.0,0.0
