10887.5	   23132	 20325.2	 21797.4	 20745.3	 21200.4	 20854.6	 21193.9	 21121.5	 21262.1	 21108.4	 21342.2	 22107.6	 22043.3	 21998.9	 21881.9	 21916.7	 21946.2	 21883.8	 21763.9	 21699.3	 21476.3	   21473	 21450.9	 21498.7	   21578	 21654.8	 21794.9	   21786	 21678.6	 21611.6	 21562.9	 21649.6	 21631.5	 21791.5	 21792.9	 22076.3	 21876.9	 30973.9	 33207.3	 32552.1	 32902.6	 32692.5	 32828.1	 32742.6	 32795.1	 32763.2	 32783.3	 32767.8	 32770.4	   32816	 32230.5	 20805.8	 18784.9	 19200.9	 18975.8	   19070	 19088.2	   19013	 19127.2	 18945.2	 19311.5	 18746.5	 20781.8	 27461.8	 27121.6	 27369.4	 27208.1	 27312.7	 27258.4	 27297.8	 27268.3	 27301.4	 27250.7	 27331.9	 27197.3	 27363.4	 27203.8	 26675.3	  374.24	-4903.29	-3077.16	-4966.02	-2964.54	-5992.18	 9300.36	   23445	 20642.2	 21981.1	 21280.4	   21792	 21112.3	 21330.7	 21107.2	 21165.5	 21132.2	   21079	 21126.2	 21263.6	 21356.8	 21463.9	 21727.4	 27430.3	   33028	 32659.9	 32808.3	 32804.2	 32683.2	 32841.5	 23962.2	 21763.1	 22450.2	 22120.2	 22284.6	 22409.5	 22171.6	 22720.2	 20796.5
-5352.42	  -11345	-9819.86	-10578.4	-10261.1	-10921.6	  -10696	  -10722	  -10766	-10940.7	-11026.9	-11073.5	-11689.1	-11438.9	-11280.2	-11447.9	-11686.7	-11540.5	-11002.3	-10689.6	-10407.5	-10351.6	-10212.6	-10112.2	  -10024	-9981.93	-9995.58	-10005.9	-10123.1	-10224.4	  -10338	-10354.7	  -10471	-10588.3	-10721.9	-10698.9	-10600.2	-10575.6	-11499.7	-13234.8	-13080.9	-13055.1	-13286.4	-13054.2	-12730.7	-13609.4	-13764.2	-13345.9	-13190.5	-13471.6	-13515.1	-15679.7	-14106.8	-13467.2	-13871.4	-13779.7	  -13823	-13950.7	-13765.9	-13921.6	-13728.5	-14186.3	  -13135	-17091.1	  -31304	-30952.2	-31330.2	-31073.8	-31241.3	-31137.3	-31204.1	-31159.4	-31196.5	-31153.4	-31210.8	-31112.6	  -31279	-31009.4	-31427.3	-25859.5	-23921.8	-24303.9	-24576.9	-24200.7	-25349.4	-18771.6	-11484.6	-13078.9	-12758.4	-13016.8	  -12740	  -13239	-13115.6	-13267.1	-13400.3	-13358.9	  -13377	-13107.5	-13491.7	-13123.8	-14153.1	-10171.6	 6800.96	-7333.07	-21203.2	-21530.6	-22100.5	-23155.8	-22844.9	-11697.1	-10042.9	-10497.9	-10474.3	-10620.9	-10629.4	-10812.6	-10867.5	-9884.63
10887.5	   23132	 20325.2	 21797.4	 20745.3	 21200.4	 20854.6	 21193.9	 21121.5	 21262.1	 21108.4	 21342.2	 22107.6	 22043.3	 21998.9	 21881.9	 21916.7	 21946.2	 21883.8	 21763.9	 21699.3	 21476.3	   21473	 21450.9	 21498.7	   21578	 21654.8	 21794.9	   21786	 21678.6	 21611.6	 21562.9	 21649.6	 21631.5	 21791.5	 21792.9	 22076.3	 21876.9	 30973.9	 33207.3	 32552.1	 32902.6	 32692.5	 32828.1	 32742.6	 32795.1	 32763.2	 32783.3	 32767.8	 32770.4	   32816	 32230.5	 20805.8	 18784.9	 19200.9	 18975.8	   19070	 19088.2	   19013	 19127.2	 18945.2	 19311.5	 18746.5	 20781.8	 27461.8	 27121.6	 27369.4	 27208.1	 27312.7	 27258.4	 27297.8	 27268.3	 27301.4	 27250.7	 27331.9	 27197.3	 27363.4	 27203.8	 26675.3	  374.24	-4903.29	-3077.16	-4966.02	-2964.54	-5992.18	 9300.36	   23445	 20642.2	 21981.1	 21280.4	   21792	 21112.3	 21330.7	 21107.2	 21165.5	 21132.2	   21079	 21126.2	 21263.6	 21356.8	 21463.9	 21727.4	 27430.3	   33028	 32659.9	 32808.3	 32804.2	 32683.2	 32841.5	 23962.2	 21763.1	 22450.2	 22120.2	 22284.6	 22409.5	 22171.6	 22720.2	 20796.5
-5352.42	  -11345	-9819.86	-10578.4	-10261.1	-10921.6	  -10696	  -10722	  -10766	-10940.7	-11026.9	-11073.5	-11689.1	-11438.9	-11280.2	-11447.9	-11686.7	-11540.5	-11002.3	-10689.6	-10407.5	-10351.6	-10212.6	-10112.2	  -10024	-9981.93	-9995.58	-10005.9	-10123.1	-10224.4	  -10338	-10354.7	  -10471	-10588.3	-10721.9	-10698.9	-10600.2	-10575.6	-11499.7	-13234.8	-13080.9	-13055.1	-13286.4	-13054.2	-12730.7	-13609.4	-13764.2	-13345.9	-13190.5	-13471.6	-13515.1	-15679.7	-14106.8	-13467.2	-13871.4	-13779.7	  -13823	-13950.7	-13765.9	-13921.6	-13728.5	-14186.3	  -13135	-17091.1	  -31304	-30952.2	-31330.2	-31073.8	-31241.3	-31137.3	-31204.1	-31159.4	-31196.5	-31153.4	-31210.8	-31112.6	  -31279	-31009.4	-31427.3	-25859.5	-23921.8	-24303.9	-24576.9	-24200.7	-25349.4	-18771.6	-11484.6	-13078.9	-12758.4	-13016.8	  -12740	  -13239	-13115.6	-13267.1	-13400.3	-13358.9	  -13377	-13107.5	-13491.7	-13123.8	-14153.1	-10171.6	 6800.96	-7333.07	-21203.2	-21530.6	-22100.5	-23155.8	-22844.9	-11697.1	-10042.9	-10497.9	-10474.3	-10620.9	-10629.4	-10812.6	-10867.5	-9884.63
0	 12244.5	-2806.78	 1472.13	-1052.07	 455.099	-345.809	 339.364	-72.4576	 140.653	-153.702	 233.721	 765.483	-64.3014	-44.4621	 -116.94	 34.7587	  29.525	-62.4324	-119.898	 -64.613	-222.977	-3.27001	-22.1099	 47.7349	 79.3927	 76.7603	 140.067	-8.86538	-107.409	-66.9586	 -48.707	   86.63	-18.0261	 159.989	 1.37906	 283.414	 -199.39	 9096.96	 2233.45	-655.265	 350.535	-210.096	 135.556	 -85.512	 52.5926	-31.9051	    20.1	-15.5355	  2.5777	 45.6443	-585.571	-11424.7	-2020.86	  415.99	-225.134	 94.2002	  18.176	-75.1751	 114.218	-182.025	 366.288	-564.924	 2035.29	 6679.95	-340.133	 247.795	-161.353	  104.59	-54.2301	 39.3868	-29.4906	 33.0926	-50.6836	 81.1356	-134.621	 166.134	-159.602	-528.528	  -26301	-5277.53	 1826.13	-1888.86	 2001.47	-3027.64	 15292.5	 14144.6	-2802.83	 1338.93	-700.721	 511.631	-679.652	 218.366	-223.463	 58.2817	-33.3526	-53.1774	 47.1887	 137.423	 93.1639	 107.092	 263.572	 5702.87	 5597.71	-368.063	 148.347	-4.07319	-120.969	 158.248	-8879.31	-2199.08	  687.14	-330.088	 164.426	 124.894	-237.903	 548.651	-1923.78
0	-5992.58	 1525.13	-758.497	 317.251	 -660.46	 225.575	-26.0143	 -44.043	-174.644	-86.2066	-46.6186	-615.627	 250.224	 158.766	-167.743	-238.793	 146.213	 538.137	 312.708	 282.103	 55.8988	 139.049	  100.36	 88.1862	 42.1025	-13.6466	-10.3305	-117.176	-101.322	-113.607	-16.7219	-116.253	-117.283	-133.607	 22.9888	 98.6932	 24.6439	-924.166	-1735.04	 153.912	 25.7492	-231.276	  232.22	 323.494	-878.783	-154.795	 418.342	 155.442	 -281.17	-43.4372	-2164.65	 1572.94	 639.604	-404.227	 91.7379	-43.3524	-127.676	 184.751	-155.636	 193.033	-457.784	 1051.29	-3956.06	  -14213	 351.828	-378.024	 256.471	 -167.48	 103.928	-66.7651	 44.7114	-37.1679	 43.1759	-57.4642	 98.2792	-166.482	 269.632	-417.905	 5567.82	 1937.69	-382.077	-273.013	 376.242	-1148.71	 6577.74	    7287	-1594.28	 320.542	-258.431	 276.778	 -498.95	 123.369	-151.509	-133.228	 41.4487	-18.1143	 269.465	-384.202	 367.897	-1029.28	 3981.55	 16972.5	  -14134	-13870.1	-327.481	-569.889	-1055.26	 310.859	 11147.9	 1654.13	-454.999	 23.6419	-146.588	-8.48971	-183.202	-54.9874	 982.916
0	13632.2	3194.37	1656.05	1098.86	802.074	412.878	340.359	84.7933	224.241	176.226	238.325	982.325	258.354	164.874	204.481	241.309	149.164	541.747	334.906	289.408	229.877	139.088	102.767	100.277	89.8656	 77.964	140.447	117.511	147.657	131.871	51.4975	144.981	 118.66	 208.44	23.0302	300.106	200.907	9143.78	2828.19	673.099	 351.48	312.457	268.889	334.605	880.355	158.049	418.824	156.216	281.182	63.0095	2242.46	11532.5	2119.66	 580.04	243.108	103.697	128.963	199.459	 193.05	 265.32	586.287	1193.46	4448.91	15704.4	 489.36	452.001	303.006	197.456	117.226	77.5171	53.5612	49.7652	66.5807	99.4239	166.679	235.195	313.328	673.785	26883.9	5622.01	1865.67	1908.48	2036.53	3238.23	16647.2	15911.3	3224.53	1376.76	746.858	581.698	843.136	250.806	269.983	145.418	53.2015	 56.178	273.566	 408.04	 379.51	1034.84	3990.26	  17905	15202.1	  13875	359.515	569.904	1062.17	348.821	14251.9	2751.75	824.127	330.933	220.282	125.182	300.268	  551.4	2160.34
0	          0	1.04379e+10	1.53833e+09	5.57183e+08	2.96789e+08	3.89196e+08	7.25185e+07	2.55566e+08	1.39447e+08	4.80141e+07	6.20987e+07	7.43999e+08	 7.2397e+08	9.34803e+07	3.96073e+07	3.68281e+07	9.21452e+07	3.92582e+08	2.06841e+08	4.54982e+07	5.95302e+07	9.07897e+07	3.63209e+07	2.49001e+06	1.04111e+07	1.19016e+07	6.24833e+07	2.29366e+07	3.01468e+07	1.57864e+07	8.03736e+07	9.34835e+07	 2.6321e+07	8.97803e+07	 1.8541e+08	2.77076e+08	9.91995e+07	8.94288e+09	6.31559e+09	2.15509e+09	3.21619e+08	3.90232e+07	4.35673e+07	6.57161e+07	 5.4575e+08	7.22306e+08	2.60775e+08	2.62608e+08	1.24965e+08	2.18172e+08	2.17945e+09	   9.29e+09	 9.4128e+09	1.53962e+09	3.36932e+08	1.39411e+08	2.52658e+07	7.04964e+07	6.40975e+06	7.22704e+07	3.20967e+08	6.07173e+08	3.25545e+09	1.12555e+10	1.52151e+10	3.73591e+07	1.48996e+08	 1.0555e+08	8.02297e+07	3.97089e+07	2.39559e+07	3.79606e+06	1.68155e+07	3.28433e+07	6.72547e+07	6.85166e+07	7.81324e+07	3.60457e+08	2.62101e+10	2.12619e+10	3.75633e+09	4.28141e+07	1.28045e+08	 1.2017e+09	1.34089e+10	7.35838e+08	1.26868e+10	1.84777e+09	6.29905e+08	 1.6516e+08	2.61438e+08	 5.9233e+08	1.91771e+07	1.24564e+08	 9.2217e+07	 2.9765e+06	2.17388e+08	1.34474e+08	2.85305e+07	6.55329e+08	2.95543e+09	1.39148e+10	2.70287e+09	1.32718e+09	1.35154e+10	2.10389e+08	4.92264e+08	7.13347e+08	1.39031e+10	1.15002e+10	1.92762e+09	4.93193e+08	1.10652e+08	9.50993e+07	1.75086e+08	2.51131e+08	1.60894e+09
0	 12244.5	-2806.78	 1472.13	-1052.07	 455.099	-345.809	 339.364	-72.4576	 140.653	-153.702	 233.721	 765.483	-64.3014	-44.4621	 -116.94	 34.7587	  29.525	-62.4324	-119.898	 -64.613	-222.977	-3.27001	-22.1099	 47.7349	 79.3927	 76.7603	 140.067	-8.86538	-107.409	-66.9586	 -48.707	   86.63	-18.0261	 159.989	 1.37906	 283.414	 -199.39	 9096.96	 2233.45	-655.265	 350.535	-210.096	 135.556	 -85.512	 52.5926	-31.9051	    20.1	-15.5355	  2.5777	 45.6443	-585.571	-11424.7	-2020.86	  415.99	-225.134	 94.2002	  18.176	-75.1751	 114.218	-182.025	 366.288	-564.924	 2035.29	 6679.95	-340.133	 247.795	-161.353	  104.59	-54.2301	 39.3868	-29.4906	 33.0926	-50.6836	 81.1356	-134.621	 166.134	-159.602	-528.528	  -26301	-5277.53	 1826.13	-1888.86	 2001.47	-3027.64	 15292.5	 14144.6	-2802.83	 1338.93	-700.721	 511.631	-679.652	 218.366	-223.463	 58.2817	-33.3526	-53.1774	 47.1887	 137.423	 93.1639	 107.092	 263.572	 5702.87	 5597.71	-368.063	 148.347	-4.07319	-120.969	 158.248	-8879.31	-2199.08	  687.14	-330.088	 164.426	 124.894	-237.903	 548.651	-1923.78
-5992.58	 1525.13	-758.497	 317.251	 -660.46	 225.575	-26.0143	 -44.043	-174.644	-86.2066	-46.6186	-615.627	 250.224	 158.766	-167.743	-238.793	 146.213	 538.137	 312.708	 282.103	 55.8988	 139.049	  100.36	 88.1862	 42.1025	-13.6466	-10.3305	-117.176	-101.322	-113.607	-16.7219	-116.253	-117.283	-133.607	 22.9888	 98.6932	 24.6439	-924.166	-1735.04	 153.912	 25.7492	-231.276	  232.22	 323.494	-878.783	-154.795	 418.342	 155.442	 -281.17	-43.4372	-2164.65	 1572.94	 639.604	-404.227	 91.7379	-43.3524	-127.676	 184.751	-155.636	 193.033	-457.784	 1051.29	-3956.06	  -14213	 351.828	-378.024	 256.471	 -167.48	 103.928	-66.7651	 44.7114	-37.1679	 43.1759	-57.4642	 98.2792	-166.482	 269.632	-417.905	 5567.82	 1937.69	-382.077	-273.013	 376.242	-1148.71	 6577.74	    7287	-1594.28	 320.542	-258.431	 276.778	 -498.95	 123.369	-151.509	-133.228	 41.4487	-18.1143	 269.465	-384.202	 367.897	-1029.28	 3981.55	 16972.5	  -14134	-13870.1	-327.481	-569.889	-1055.26	 310.859	 11147.9	 1654.13	-454.999	 23.6419	-146.588	-8.48971	-183.202	-54.9874	 982.916
